season,train_rows,test_rows,baseline_accuracy,with_markets_accuracy,accuracy_delta,baseline_log_loss,with_markets_log_loss,log_loss_delta,market_coverage,market_data_source
20212022,1406,1312,0.5091463414634146,0.5091463414634146,0.0,1.205886473431953,1.205886473431953,0.0,1.0,CIRCULAR_SYNTHETIC_PROXY_FROM_PREGAME_MODEL_FEATURES_NOT_REAL_BETTING_LINES
20222023,2718,1312,0.573170731707317,0.583079268292683,0.009908536585365946,0.7040482744375092,0.702513811096101,-0.0015344633414081654,1.0,CIRCULAR_SYNTHETIC_PROXY_FROM_PREGAME_MODEL_FEATURES_NOT_REAL_BETTING_LINES
20232024,4030,1312,0.6028963414634146,0.6135670731707317,0.010670731707317027,0.6591567874227314,0.6583196923141497,-0.0008370951085817646,1.0,CIRCULAR_SYNTHETIC_PROXY_FROM_PREGAME_MODEL_FEATURES_NOT_REAL_BETTING_LINES
20242025,5342,1312,0.5975609756097561,0.5990853658536586,0.0015243902439024959,0.6570704778990308,0.6593733523144101,0.0023028744153792413,1.0,CIRCULAR_SYNTHETIC_PROXY_FROM_PREGAME_MODEL_FEATURES_NOT_REAL_BETTING_LINES
20252026,6654,1312,0.5594512195121951,0.5632621951219512,0.003810975609756073,0.6865251084680436,0.6846918461618082,-0.0018332623062353726,1.0,CIRCULAR_SYNTHETIC_PROXY_FROM_PREGAME_MODEL_FEATURES_NOT_REAL_BETTING_LINES
