fold_test_season,feature,abs_weight,weight,recency_candidate_id
20232024,delta_pregame_season_goal_diff_pg_home_minus_away,0.0898965044,0.0898965044,single
20232024,delta_pregame_season_points_pct_home_minus_away,0.0775995149,0.0775995149,single
20232024,home_location_edge_points_pct,0.068662824,0.068662824,single
20232024,delta_roster_games_covered,0.0662860111,-0.0662860111,single
20232024,delta_pregame_key_contributor_continuity_pct_home_minus_away,0.0544299389,0.0544299389,single
20232024,delta_roster_coverage_pct,0.050109872,0.050109872,single
20232024,matchup_home_win_rate_prior,0.048583025,-0.048583025,single
20232024,home_pregame_roster_games_covered,0.0471688757,-0.0471688757,single
20232024,home_back_to_back,0.0442154879,-0.0442154879,single
20232024,away_pregame_roster_data_coverage_pct,0.0418914983,-0.0418914983,single
20232024,away_prior_prev_season_goal_diff_pg,0.0381007066,-0.0381007066,single
20232024,away_back_to_back,0.0380560583,0.0380560583,single
20232024,away_pregame_roster_games_covered,0.0374273019,0.0374273019,single
20232024,home_prior_prev_season_goal_diff_pg,0.0276775203,0.0276775203,single
20232024,delta_pregame_goalie_days_since_last_start_home_minus_away,0.0272075122,-0.0272075122,single
20232024,delta_pregame_lineup_continuity_pct_home_minus_away,0.0256753759,0.0256753759,single
20232024,delta_prev_season_points_pct,0.0251481284,0.0251481284,single
20232024,delta_pregame_lineup_change_rate_last5_home_minus_away,0.0233965572,-0.0233965572,single
20232024,home_four_in_six,0.0209271534,-0.0209271534,single
20232024,delta_pregame_goalie_recent_starts_last5_home_minus_away,0.02050817,-0.02050817,single
20242025,delta_roster_games_covered,0.0974885336,-0.0974885336,single
20242025,delta_roster_coverage_pct,0.0795226865,0.0795226865,single
20242025,home_pregame_roster_games_covered,0.0676243527,-0.0676243527,single
20242025,delta_pregame_season_goal_diff_pg_home_minus_away,0.0665803038,0.0665803038,single
20242025,delta_pregame_season_points_pct_home_minus_away,0.0517553322,0.0517553322,single
20242025,away_pregame_roster_games_covered,0.0513559858,0.0513559858,single
20242025,away_pregame_roster_data_coverage_pct,0.0510968778,-0.0510968778,single
20242025,away_prior_prev_season_goal_diff_pg,0.0503815895,-0.0503815895,single
20242025,home_three_in_four,0.0468767742,-0.0468767742,single
20242025,delta_pregame_key_contributor_continuity_pct_home_minus_away,0.0456651554,0.0456651554,single
20242025,delta_prev_season_goal_diff_pg,0.043458814,0.043458814,single
20242025,delta_prev_season_points_pct,0.0424671491,0.0424671491,single
20242025,delta_pregame_lineup_change_rate_last5_home_minus_away,0.0360247778,-0.0360247778,single
20242025,away_back_to_back,0.0351098736,0.0351098736,single
20242025,delta_pregame_lineup_continuity_pct_home_minus_away,0.0345058329,0.0345058329,single
20242025,rest_days_delta_home_minus_away,0.0320735682,0.0320735682,single
20242025,delta_road_trip_len_home_minus_away,0.0319936819,0.0319936819,single
20242025,delta_home_stand_len_home_minus_away,0.0319051692,-0.0319051692,single
20242025,delta_pregame_injury_count_home_minus_away,0.0318610313,-0.0318610313,single
20242025,home_back_to_back,0.0313246161,-0.0313246161,single
20252026,delta_roster_games_covered,0.1629022437,-0.1629022437,single
20252026,delta_pregame_season_goal_diff_pg_home_minus_away,0.1373264135,0.1373264135,single
20252026,home_pregame_roster_data_coverage_pct,0.1306492902,0.1306492902,single
20252026,delta_roster_coverage_pct,0.1302147493,0.1302147493,single
20252026,delta_pregame_last10_points_pct_home_minus_away,0.1101519352,-0.1101519352,single
20252026,home_pregame_roster_games_covered,0.0881391028,-0.0881391028,single
20252026,away_pregame_roster_data_coverage_pct,0.0802082302,-0.0802082302,single
20252026,delta_pregame_key_contributor_continuity_pct_home_minus_away,0.0728217751,0.0728217751,single
20252026,delta_prev_season_goal_diff_pg,0.0701781931,0.0701781931,single
20252026,delta_pregame_season_points_pct_home_minus_away,0.0681596628,0.0681596628,single
20252026,matchup_home_games_prior_log,0.0656056541,0.0656056541,single
20252026,delta_pregame_injury_count_home_minus_away,0.0653267471,-0.0653267471,single
20252026,delta_road_trip_len_home_minus_away,0.061704964,-0.061704964,single
20252026,home_prior_prev_season_goal_diff_pg,0.0614162096,0.0614162096,single
20252026,rest_days_delta_home_minus_away,0.0599817354,0.0599817354,single
20252026,away_prior_prev_season_points_pct,0.0572837019,-0.0572837019,single
20252026,team_vs_opponent_games_prior_log,0.0555031033,0.0555031033,single
20252026,home_location_edge_points_pct,0.0554262969,0.0554262969,single
20252026,delta_pregame_goalie_save_pct_home_minus_away,0.0536134732,-0.0536134732,single
20252026,delta_pregame_roster_quality_idx_home_minus_away,0.0521837951,0.0521837951,single
