fold_test_season,feature,abs_weight,weight,recency_candidate_id
20232024,delta_pregame_roster_quality_idx_home_minus_away,0.0392636044,0.0392636044,single
20232024,delta_pregame_lineup_continuity_pct_home_minus_away,0.0351094533,0.0351094533,single
20232024,delta_pregame_injury_count_home_minus_away,0.0347063238,-0.0347063238,single
20232024,delta_pregame_lineup_change_rate_last5_home_minus_away,0.0315013924,-0.0315013924,single
20232024,delta_pregame_goalie_days_since_last_start_home_minus_away,0.0231163855,-0.0231163855,single
20232024,away_pregame_roster_games_covered,0.0214569206,0.0214569206,single
20232024,home_pregame_roster_data_coverage_pct,0.0188278026,0.0188278026,single
20232024,delta_pregame_special_teams_contributor_share_last5_home_minus_away,0.0183063232,0.0183063232,single
20232024,delta_pregame_recent_form_volatility_last5_home_minus_away,0.0169242694,0.0169242694,single
20232024,matchup_home_win_rate_prior,0.0147032118,-0.0147032118,single
20232024,delta_pregame_roster_turnover_count_home_minus_away,0.0127279404,-0.0127279404,single
20232024,delta_pregame_skater_points_pg_last5_home_minus_away,0.012043215,0.012043215,single
20232024,delta_pregame_goalie_save_pct_home_minus_away,0.011389859,0.011389859,single
20232024,delta_pregame_top9_points_pg_home_minus_away,0.0110479359,0.0110479359,single
20242025,delta_roster_games_covered,0.2044236216,-0.2044236216,single
20242025,delta_roster_coverage_pct,0.149410004,0.149410004,single
20242025,team_vs_opponent_win_rate_prior,0.1329953484,0.1329953484,single
20242025,delta_pregame_key_contributor_continuity_pct_home_minus_away,0.1136266919,0.1136266919,single
20242025,delta_pregame_roster_quality_idx_home_minus_away,0.1053976302,0.1053976302,single
20242025,delta_pregame_skater_two_way_idx_last5_home_minus_away,0.0777661645,0.0777661645,single
20242025,away_pregame_roster_data_coverage_pct,0.0613256393,-0.0613256393,single
20242025,delta_pregame_recent_form_volatility_last5_home_minus_away,0.0569792497,0.0569792497,single
20242025,delta_pregame_lineup_change_rate_last5_home_minus_away,0.0516217126,-0.0516217126,single
20242025,delta_pregame_depth_points_share_last5_home_minus_away,0.0465360316,-0.0465360316,single
20242025,delta_pregame_lineup_continuity_pct_home_minus_away,0.0447558034,0.0447558034,single
20242025,delta_pregame_injury_count_home_minus_away,0.0435023492,-0.0435023492,single
20242025,delta_pregame_skater_points_pg_last5_home_minus_away,0.0432957025,-0.0432957025,single
20242025,away_pregame_roster_games_covered,0.0345874689,0.0345874689,single
20242025,delta_pregame_goalie_save_pct_home_minus_away,0.0325902828,-0.0325902828,single
20242025,team_vs_opponent_games_prior_log,0.0315347305,0.0315347305,single
20242025,delta_pregame_special_teams_contributor_share_last5_home_minus_away,0.0271088033,0.0271088033,single
20242025,delta_pregame_top9_points_pg_home_minus_away,0.0245682374,-0.0245682374,single
20242025,home_pregame_roster_data_coverage_pct,0.0204618822,0.0204618822,single
20242025,delta_pregame_goalie_shots_against_pg_trend_home_minus_away,0.0132857593,-0.0132857593,single
20252026,delta_roster_games_covered,0.1967358179,-0.1967358179,single
20252026,delta_roster_coverage_pct,0.1430894847,0.1430894847,single
20252026,team_vs_opponent_win_rate_prior,0.124889873,0.124889873,single
20252026,delta_pregame_key_contributor_continuity_pct_home_minus_away,0.1057695584,0.1057695584,single
20252026,delta_pregame_roster_quality_idx_home_minus_away,0.088157726,0.088157726,single
20252026,away_pregame_roster_data_coverage_pct,0.08564904,-0.08564904,single
20252026,home_pregame_roster_data_coverage_pct,0.0765845547,0.0765845547,single
20252026,delta_pregame_skater_two_way_idx_last5_home_minus_away,0.0685246917,0.0685246917,single
20252026,team_vs_opponent_games_prior_log,0.0558990603,0.0558990603,single
20252026,delta_pregame_lineup_change_rate_last5_home_minus_away,0.0542100731,-0.0542100731,single
