season,game_id,game_date,home_team_abbrev,away_team_abbrev,home_pregame_streak_signed,away_pregame_streak_signed,home_pregame_last10_points_pct,away_pregame_last10_points_pct,home_pregame_last10_goal_diff_pg,away_pregame_last10_goal_diff_pg,home_pregame_season_points_pct,away_pregame_season_points_pct,home_pregame_season_goal_diff_pg,away_pregame_season_goal_diff_pg,home_pregame_home_points_pct,away_pregame_road_points_pct,home_pregame_rest_days,away_pregame_rest_days,home_back_to_back,away_back_to_back,home_three_in_four,away_three_in_four,home_four_in_six,away_four_in_six,home_pregame_travel_miles,away_pregame_travel_miles,delta_travel_miles_home_minus_away,home_timezone_shift_hours,away_timezone_shift_hours,delta_timezone_shift_hours_home_minus_away,home_pregame_home_stand_len,away_pregame_home_stand_len,home_pregame_road_trip_len,away_pregame_road_trip_len,delta_home_stand_len_home_minus_away,delta_road_trip_len_home_minus_away,rest_days_delta_home_minus_away,home_location_edge_points_pct,home_prior_prev_season_points_pct,away_prior_prev_season_points_pct,home_prior_prev_season_goal_diff_pg,away_prior_prev_season_goal_diff_pg,home_prior_prev_season_games,away_prior_prev_season_games,delta_pregame_last10_points_pct_home_minus_away,delta_pregame_last10_goal_diff_pg_home_minus_away,delta_pregame_season_points_pct_home_minus_away,delta_pregame_season_goal_diff_pg_home_minus_away,home_win,winner_abbrev
20222023,2022020654,2023-01-10,DET,WPG,-3,5,0.3,0.6,-1.2,0.5,0.42105263157894735,0.65,-0.39473684210526316,0.725,0.45,0.5555555555555556,2,1,0,0,0,0,0,0,206.39378902602914,850.625130318702,-644.2313412926728,0.0,1.0,-1.0,1,0,0,1,1,-1,1,-0.10555555555555557,0.3902439024390244,0.47560975609756095,-1.0,-0.06097560975609756,82,82,-0.3,-1.7,-0.22894736842105268,-1.1197368421052631,1,DET
20222023,2022020655,2023-01-10,STL,CGY,1,-1,0.5,0.6,0.3,0.9,0.4878048780487805,0.4634146341463415,-0.3902439024390244,0.07317073170731707,0.4117647058823529,0.35,1,1,0,0,1,0,1,0,461.28269226850796,261.3522713143484,199.93042095415956,0.0,0.0,0.0,1,0,0,2,1,-2,0,0.061764705882352944,0.5975609756097561,0.6097560975609756,0.8414634146341463,1.0365853658536586,82,82,-0.09999999999999998,-0.6000000000000001,0.02439024390243899,-0.4634146341463415,1,STL
20222023,2022020656,2023-01-10,COL,FLA,1,-1,0.5,0.4,-0.5,-1.0,0.5263157894736842,0.43902439024390244,0.05263157894736842,-0.1951219512195122,0.47368421052631576,0.36363636363636365,2,1,0,0,0,0,0,0,1033.1728818028191,662.4685491715818,370.7043326312373,0.0,-1.0,1.0,1,0,0,3,1,-3,1,0.11004784688995212,0.6829268292682927,0.7073170731707317,0.9512195121951219,1.146341463414634,82,82,0.09999999999999998,0.5,0.08729139922978174,0.24775353016688062,0,FLA
20222023,2022020657,2023-01-10,UTA,SJS,-5,-2,0.3,0.2,-1.0,-1.3,0.3333333333333333,0.2926829268292683,-0.9487179487179487,-0.7073170731707317,0.5384615384615384,0.4,1,2,0,0,0,0,1,0,0.0,614.9506906660954,-614.9506906660954,0.0,1.0,-1.0,2,0,0,1,2,-1,-1,0.1384615384615384,0.3048780487804878,0.3902439024390244,-1.2926829268292683,-0.6097560975609756,82,82,0.09999999999999998,0.30000000000000004,0.04065040650406504,-0.241400875547217,0,SJS
20222023,2022020658,2023-01-11,TOR,NSH,2,4,0.6,0.7,0.5,1.4,0.6097560975609756,0.48717948717948717,0.8048780487804879,-0.10256410256410256,0.6666666666666666,0.47619047619047616,2,1,0,0,0,0,0,0,337.32721383977946,204.95457786499026,132.3726359747892,0.0,0.0,0.0,1,0,0,4,1,-4,1,0.19047619047619047,0.6585365853658537,0.5487804878048781,0.7560975609756098,0.17073170731707318,82,82,-0.09999999999999998,-0.8999999999999999,0.12257661038148843,0.9074421513445904,1,TOR
20222023,2022020659,2023-01-11,PHI,WSH,1,1,0.6,0.7,0.7,1.8,0.3902439024390244,0.5348837209302325,-0.4634146341463415,0.5116279069767442,0.42105263157894735,0.47619047619047616,1,2,0,0,1,0,0,0,281.1708991818656,120.61116795351731,160.55973122834828,0.0,0.0,0.0,1,0,0,1,1,-1,-1,-0.05513784461152882,0.3048780487804878,0.5365853658536586,-1.0609756097560976,0.36585365853658536,82,82,-0.09999999999999998,-1.1,-0.1446398184912081,-0.9750425411230856,1,PHI
20222023,2022020660,2023-01-11,ANA,EDM,-1,-2,0.4,0.4,-1.6,-0.1,0.2926829268292683,0.5,-1.7804878048780488,0.09523809523809523,0.4,0.5789473684210527,2,1,0,0,0,0,0,0,0.0,27.678015304064022,-27.678015304064022,0.0,0.0,0.0,9,0,0,2,9,-2,1,-0.17894736842105263,0.3780487804878049,0.5975609756097561,-0.47560975609756095,0.4634146341463415,82,82,0.0,-1.5,-0.20731707317073172,-1.875725900116144,0,EDM
20222023,2022020661,2023-01-11,LAK,SJS,2,1,0.7,0.3,0.9,-1.0,0.5454545454545454,0.30952380952380953,-0.022727272727272728,-0.6428571428571429,0.5909090909090909,0.42857142857142855,1,0,0,1,0,0,0,1,0.0,358.3129525728668,-358.3129525728668,0.0,-1.0,1.0,2,0,0,2,2,-2,1,0.1623376623376624,0.5365853658536586,0.3902439024390244,0.036585365853658534,-0.6097560975609756,82,82,0.39999999999999997,1.9,0.23593073593073588,0.6201298701298702,1,LAK
20222023,2022020662,2023-01-12,CBJ,CAR,-2,-4,0.2,0.6,-1.5,0.6,0.3,0.6097560975609756,-1.375,0.4146341463414634,0.43478260869565216,0.5652173913043478,1,1,0,0,0,0,1,0,831.5403693291375,370.6085892869138,460.93178004222375,0.0,0.0,0.0,1,0,0,1,1,-1,0,-0.13043478260869562,0.45121951219512196,0.6585365853658537,-0.4634146341463415,0.926829268292683,82,82,-0.39999999999999997,-2.1,-0.3097560975609756,-1.7896341463414633,0,CAR
20222023,2022020663,2023-01-12,NYR,DAL,1,2,0.6,0.7,0.9,0.9,0.5476190476190477,0.5952380952380952,0.5238095238095238,0.8333333333333334,0.47619047619047616,0.5652173913043478,1,1,0,0,0,0,0,0,0.0,21.163479562552528,-21.163479562552528,0.0,0.0,0.0,2,0,0,2,2,-2,0,-0.08902691511387162,0.6341463414634146,0.5609756097560976,0.573170731707317,-0.0975609756097561,82,82,-0.09999999999999998,0.0,-0.04761904761904756,-0.30952380952380953,1,NYR
20222023,2022020664,2023-01-12,MTL,NSH,-1,-1,0.2,0.6,-2.6,1.2,0.3902439024390244,0.475,-1.146341463414634,-0.125,0.42105263157894735,0.45454545454545453,2,0,0,1,0,1,0,0,0.0,313.20766510785995,-313.20766510785995,0.0,0.0,0.0,4,0,0,5,4,-5,2,-0.033492822966507185,0.2682926829268293,0.5487804878048781,-1.1951219512195121,0.17073170731707318,82,82,-0.39999999999999997,-3.8,-0.08475609756097557,-1.021341463414634,1,MTL
20222023,2022020665,2023-01-12,BOS,SEA,4,6,0.8,0.7,1.8,1.5,0.8,0.6,1.7,0.55,0.8636363636363636,0.7,3,1,0,0,0,1,0,1,2579.6916108942364,398.7161466561659,2180.9754642380703,3.0,0.0,3.0,1,0,0,6,1,-6,2,0.1636363636363637,0.6219512195121951,0.32926829268292684,0.4268292682926829,-0.8414634146341463,82,82,0.10000000000000009,0.30000000000000004,0.20000000000000007,1.15,0,SEA
20222023,2022020666,2023-01-12,DET,TOR,1,3,0.4,0.7,-0.7,0.9,0.4358974358974359,0.6190476190476191,-0.3333333333333333,0.8095238095238095,0.47619047619047616,0.55,1,0,0,1,0,0,0,1,0.0,206.39378902602914,-206.39378902602914,0.0,0.0,0.0,2,0,0,1,2,-1,1,-0.07380952380952388,0.3902439024390244,0.6585365853658537,-1.0,0.7560975609756098,82,82,-0.29999999999999993,-1.6,-0.18315018315018317,-1.1428571428571428,1,DET
20222023,2022020667,2023-01-12,TBL,VAN,1,-2,0.6,0.4,0.4,-0.5,0.6410256410256411,0.425,0.6153846153846154,-0.5,0.7619047619047619,0.42857142857142855,1,1,0,0,0,0,0,0,0.0,874.6982461260321,-874.6982461260321,0.0,0.0,0.0,2,0,0,3,2,-3,0,0.3333333333333333,0.6219512195121951,0.4878048780487805,0.6585365853658537,0.15853658536585366,82,82,0.19999999999999996,0.9,0.2160256410256411,1.1153846153846154,1,TBL
20222023,2022020668,2023-01-12,BUF,WPG,-2,-1,0.7,0.6,0.5,0.4,0.5128205128205128,0.6341463414634146,0.4358974358974359,0.6585365853658537,0.42857142857142855,0.5263157894736842,1,1,0,0,1,0,1,0,0.0,215.63610485383757,-215.63610485383757,0.0,0.0,0.0,4,0,0,2,4,-2,0,-0.09774436090225563,0.3902439024390244,0.47560975609756095,-0.7073170731707317,-0.06097560975609756,82,82,0.09999999999999998,0.09999999999999998,-0.12132582864290187,-0.22263914946841779,0,WPG
20222023,2022020669,2023-01-12,NYI,MIN,-3,-3,0.4,0.5,0.1,0.4,0.5238095238095238,0.55,0.3333333333333333,0.325,0.631578947368421,0.5263157894736842,1,1,0,0,0,0,0,1,0.0,21.163479562552528,-21.163479562552528,0.0,0.0,0.0,2,0,0,2,2,-2,0,0.10526315789473684,0.45121951219512196,0.6463414634146342,-0.07317073170731707,0.6951219512195121,82,82,-0.09999999999999998,-0.30000000000000004,-0.02619047619047621,0.008333333333333304,0,MIN
20222023,2022020670,2023-01-12,STL,CGY,2,-2,0.5,0.5,0.0,0.5,0.5,0.4523809523809524,-0.35714285714285715,0.047619047619047616,0.4444444444444444,0.3333333333333333,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,3,2,-3,0,0.1111111111111111,0.5975609756097561,0.6097560975609756,0.8414634146341463,1.0365853658536586,82,82,0.0,-0.5,0.047619047619047616,-0.40476190476190477,0,CGY
20222023,2022020671,2023-01-12,CHI,COL,2,-1,0.3,0.4,-1.6,-0.8,0.2564102564102564,0.5128205128205128,-1.4871794871794872,0.02564102564102564,0.30434782608695654,0.5789473684210527,3,1,0,0,0,0,0,0,0.0,916.6600077247192,-916.6600077247192,0.0,1.0,-1.0,5,0,0,1,5,-1,2,-0.2745995423340961,0.34146341463414637,0.6829268292682927,-0.8780487804878049,0.9512195121951219,82,82,-0.10000000000000003,-0.8,-0.2564102564102564,-1.5128205128205128,1,CHI
20222023,2022020672,2023-01-12,UTA,OTT,-6,-2,0.3,0.4,-1.1,-0.8,0.325,0.45,-0.975,-0.175,0.5,0.3888888888888889,1,2,0,0,0,0,0,0,0.0,2075.242223754024,-2075.242223754024,0.0,-2.0,2.0,3,0,0,1,3,-1,-1,0.1111111111111111,0.3048780487804878,0.4024390243902439,-1.2926829268292683,-0.47560975609756095,82,82,-0.10000000000000003,-0.30000000000000004,-0.125,-0.8,0,OTT
20222023,2022020673,2023-01-12,VGK,FLA,-1,1,0.5,0.4,-0.2,-1.1,0.6428571428571429,0.4523809523809524,0.47619047619047616,-0.16666666666666666,0.5454545454545454,0.391304347826087,4,1,0,0,0,0,0,0,0.0,608.373091126893,-608.373091126893,0.0,-1.0,1.0,3,0,0,4,3,-4,3,0.15415019762845844,0.524390243902439,0.7073170731707317,0.21951219512195122,1.146341463414634,82,82,0.09999999999999998,0.9000000000000001,0.19047619047619052,0.6428571428571428,1,VGK
20222023,2022020674,2023-01-13,PIT,WPG,2,1,0.3,0.6,-0.8,0.2,0.525,0.6428571428571429,0.3,0.6904761904761905,0.5789473684210527,0.55,2,0,0,1,0,1,0,1,0.0,177.82681836005554,-177.82681836005554,0.0,0.0,0.0,2,0,0,3,2,-3,2,0.02894736842105261,0.5609756097560976,0.47560975609756095,0.524390243902439,-0.06097560975609756,82,82,-0.3,-1.0,-0.11785714285714288,-0.3904761904761905,0,WPG
20222023,2022020675,2023-01-13,ANA,NJD,-2,2,0.3,0.5,-2.1,0.2,0.2857142857142857,0.6341463414634146,-1.8333333333333333,0.7804878048780488,0.38095238095238093,0.8333333333333334,1,2,0,0,0,0,0,0,0.0,2210.8479075060636,-2210.8479075060636,0.0,-3.0,3.0,10,0,0,2,10,-2,-1,-0.45238095238095244,0.3780487804878049,0.32926829268292684,-0.47560975609756095,-0.7195121951219512,82,82,-0.2,-2.3000000000000003,-0.34843205574912894,-2.613821138211382,0,NJD
20222023,2022020676,2023-01-13,SJS,EDM,-1,1,0.3,0.5,-0.8,0.4,0.3023255813953488,0.5116279069767442,-0.6511627906976745,0.18604651162790697,0.19047619047619047,0.6,1,1,0,0,1,0,0,0,305.3099626396937,332.3059968321523,-26.99603419245858,0.0,0.0,0.0,1,0,0,3,1,-3,0,-0.4095238095238095,0.3902439024390244,0.5975609756097561,-0.6097560975609756,0.4634146341463415,82,82,-0.2,-1.2000000000000002,-0.2093023255813954,-0.8372093023255814,0,EDM
20222023,2022020677,2023-01-14,DAL,CGY,-1,1,0.6,0.5,0.7,0.4,0.5813953488372093,0.46511627906976744,0.7906976744186046,0.11627906976744186,0.631578947368421,0.36363636363636365,1,1,0,0,0,0,0,0,1372.1321465156195,547.4351192107583,824.6970273048612,-1.0,0.0,-1.0,1,0,0,4,1,-4,0,0.26794258373205737,0.5609756097560976,0.6097560975609756,-0.0975609756097561,1.0365853658536586,82,82,0.09999999999999998,0.29999999999999993,0.1162790697674419,0.6744186046511628,0,CGY
20222023,2022020678,2023-01-14,DET,CBJ,2,-3,0.5,0.2,-0.1,-1.8,0.45,0.2926829268292683,-0.25,-1.4390243902439024,0.5,0.11764705882352941,1,1,0,0,0,0,0,0,0.0,163.9160701414876,-163.9160701414876,0.0,0.0,0.0,3,0,0,1,3,-1,0,0.38235294117647056,0.3902439024390244,0.45121951219512196,-1.0,-0.4634146341463415,82,82,0.3,1.7,0.15731707317073174,1.1890243902439024,0,CBJ
20222023,2022020679,2023-01-14,NYI,MTL,-4,1,0.4,0.2,0.0,-2.6,0.5116279069767442,0.40476190476190477,0.27906976744186046,-1.0952380952380953,0.6,0.36363636363636365,1,1,0,0,0,0,0,0,0.0,329.7915775607245,-329.7915775607245,0.0,0.0,0.0,3,0,0,1,3,-1,0,0.23636363636363633,0.45121951219512196,0.2682926829268293,-0.07317073170731707,-1.1951219512195121,82,82,0.2,2.6,0.10686600221483944,1.3743078626799559,1,NYI
20222023,2022020680,2023-01-14,COL,OTT,-2,1,0.3,0.5,-1.0,-0.4,0.5,0.4634146341463415,0.0,-0.12195121951219512,0.45,0.42105263157894735,1,1,0,0,0,0,0,0,916.6600077247192,585.4172106594281,331.24279706529114,-1.0,0.0,-1.0,1,0,0,2,1,-2,0,0.028947368421052666,0.6829268292682927,0.4024390243902439,0.9512195121951219,-0.47560975609756095,82,82,-0.2,-0.6,0.036585365853658514,0.12195121951219512,1,COL
20222023,2022020681,2023-01-14,WSH,PHI,-1,2,0.6,0.7,1.5,1.2,0.5227272727272727,0.40476190476190477,0.45454545454545453,-0.40476190476190477,0.5909090909090909,0.36363636363636365,2,2,0,0,0,0,0,0,120.61116795351731,120.61116795351731,0.0,0.0,0.0,0.0,1,0,0,1,1,-1,0,0.2272727272727273,0.5365853658536586,0.3048780487804878,0.36585365853658536,-1.0609756097560976,82,82,-0.09999999999999998,0.30000000000000004,0.11796536796536794,0.8593073593073592,0,PHI
20222023,2022020682,2023-01-14,CAR,PIT,1,-1,0.6,0.3,0.7,-1.0,0.6190476190476191,0.5121951219512195,0.5,0.21951219512195122,0.6666666666666666,0.47619047619047616,1,0,0,1,0,0,0,0,370.6085892869138,327.6122699211144,42.99631936579942,0.0,0.0,0.0,1,0,0,1,1,-1,1,0.19047619047619047,0.6585365853658537,0.5609756097560976,0.926829268292683,0.524390243902439,82,82,0.3,1.7,0.10685249709639955,0.2804878048780488,1,CAR
20222023,2022020683,2023-01-14,BOS,TOR,-1,-1,0.7,0.6,1.1,0.3,0.7804878048780488,0.6046511627906976,1.5853658536585367,0.7209302325581395,0.8260869565217391,0.5238095238095238,1,1,0,0,0,1,0,0,0.0,611.8523634065567,-611.8523634065567,0.0,0.0,0.0,2,0,0,2,2,-2,0,0.3022774327122153,0.6219512195121951,0.6585365853658537,0.4268292682926829,0.7560975609756098,82,82,0.09999999999999998,0.8,0.17583664208735117,0.8644356211003972,1,BOS
20222023,2022020684,2023-01-14,FLA,VAN,-1,-3,0.4,0.4,-0.9,-0.2,0.4418604651162791,0.4146341463414634,-0.20930232558139536,-0.5121951219512195,0.5263157894736842,0.4090909090909091,1,1,0,0,0,0,0,0,2159.3262843151533,179.75619622881382,1979.5700880863394,3.0,0.0,3.0,1,0,0,4,1,-4,0,0.11722488038277507,0.7073170731707317,0.4878048780487805,1.146341463414634,0.15853658536585366,82,82,0.0,-0.7,0.027226318774815683,0.30289279636982414,1,FLA
20222023,2022020685,2023-01-14,MIN,UTA,1,-7,0.5,0.3,0.4,-1.0,0.5609756097560976,0.3170731707317073,0.36585365853658536,-1.0,0.5714285714285714,0.23076923076923078,1,1,0,0,0,0,0,0,1027.798047209113,1284.1021637465287,-256.30411653741567,-1.0,1.0,-2.0,1,0,0,1,1,-1,0,0.3406593406593406,0.6463414634146342,0.3048780487804878,0.6951219512195121,-1.2926829268292683,82,82,0.2,1.4,0.2439024390243903,1.3658536585365852,1,MIN
20222023,2022020686,2023-01-14,NSH,BUF,-2,-3,0.5,0.6,0.9,0.1,0.4634146341463415,0.5,-0.14634146341463414,0.375,0.5,0.6111111111111112,1,1,0,0,1,0,1,1,942.7434155426821,626.0672637899639,316.67615175271817,-1.0,-1.0,0.0,1,0,0,1,1,-1,0,-0.11111111111111116,0.5487804878048781,0.3902439024390244,0.17073170731707318,-0.7073170731707317,82,82,-0.09999999999999998,0.8,-0.036585365853658514,-0.5213414634146342,0,BUF
20222023,2022020687,2023-01-14,CHI,SEA,3,7,0.4,0.7,-0.9,1.5,0.275,0.6097560975609756,-1.425,0.6097560975609756,0.3333333333333333,0.7142857142857143,1,1,0,0,0,0,0,1,0.0,850.6208872876491,-850.6208872876491,0.0,-1.0,1.0,6,0,0,7,6,-7,0,-0.380952380952381,0.34146341463414637,0.32926829268292684,-0.8780487804878049,-0.8414634146341463,82,82,-0.29999999999999993,-2.4,-0.3347560975609756,-2.0347560975609755,0,SEA
20222023,2022020688,2023-01-14,STL,TBL,-1,2,0.5,0.6,0.0,0.1,0.4883720930232558,0.65,-0.4186046511627907,0.625,0.42105263157894735,0.5,1,1,0,0,0,0,0,0,0.0,862.5133682987797,-862.5133682987797,0.0,-1.0,1.0,3,0,0,1,3,-1,0,-0.07894736842105265,0.5975609756097561,0.6219512195121951,0.8414634146341463,0.6585365853658537,82,82,-0.09999999999999998,-0.1,-0.16162790697674423,-1.0436046511627908,0,TBL
20222023,2022020689,2023-01-14,VGK,EDM,1,2,0.6,0.5,0.3,0.7,0.6511627906976745,0.5227272727272727,0.5116279069767442,0.3181818181818182,0.5652173913043478,0.6190476190476191,1,0,0,1,0,1,0,1,0.0,381.8189358994169,-381.8189358994169,0.0,0.0,0.0,4,0,0,4,4,-4,1,-0.053830227743271286,0.524390243902439,0.5975609756097561,0.21951219512195122,0.4634146341463415,82,82,0.09999999999999998,-0.39999999999999997,0.12843551797040176,0.19344608879492603,0,EDM
20222023,2022020690,2023-01-14,LAK,NJD,3,3,0.7,0.6,0.7,0.9,0.5555555555555556,0.6428571428571429,0.0,0.8571428571428571,0.6086956521739131,0.8421052631578947,2,0,0,1,0,0,0,0,0.0,27.678015304064022,-27.678015304064022,0.0,0.0,0.0,3,0,0,3,3,-3,2,-0.2334096109839816,0.5365853658536586,0.32926829268292684,0.036585365853658534,-0.7195121951219512,82,82,0.09999999999999998,-0.20000000000000007,-0.08730158730158732,-0.8571428571428571,0,NJD
20222023,2022020691,2023-01-15,NYR,MTL,2,-1,0.6,0.2,0.4,-2.6,0.5581395348837209,0.3953488372093023,0.5348837209302325,-1.0930232558139534,0.5,0.34782608695652173,2,0,0,1,0,1,0,0,0.0,21.163479562552528,-21.163479562552528,0.0,0.0,0.0,3,0,0,2,3,-2,2,0.15217391304347827,0.6341463414634146,0.2682926829268293,0.573170731707317,-1.1951219512195121,82,82,0.39999999999999997,3.0,0.16279069767441862,1.6279069767441858,0,MTL
20222023,2022020692,2023-01-15,CAR,VAN,2,-4,0.6,0.3,0.7,-0.4,0.627906976744186,0.40476190476190477,0.5116279069767442,-0.5238095238095238,0.6842105263157895,0.391304347826087,0,0,1,1,1,1,1,1,0.0,673.1047368068446,-673.1047368068446,0.0,0.0,0.0,2,0,0,5,2,-5,0,0.2929061784897025,0.6585365853658537,0.4878048780487805,0.926829268292683,0.15853658536585366,82,82,0.3,1.1,0.22314507198228128,1.035437430786268,0,VAN
20222023,2022020693,2023-01-15,WPG,UTA,2,-8,0.7,0.2,0.6,-1.2,0.6511627906976745,0.30952380952380953,0.7441860465116279,-1.0,0.7272727272727273,0.2222222222222222,1,0,0,1,1,1,1,1,1056.3893353191318,390.48685742403563,665.9024778950961,-1.0,0.0,-1.0,1,0,0,2,1,-2,1,0.5050505050505051,0.47560975609756095,0.3048780487804878,-0.06097560975609756,-1.2926829268292683,82,82,0.49999999999999994,1.7999999999999998,0.34163898117386493,1.744186046511628,1,WPG
20222023,2022020694,2023-01-16,BUF,FLA,1,1,0.6,0.5,0.0,-0.6,0.5121951219512195,0.45454545454545453,0.4146341463414634,-0.18181818181818182,0.4090909090909091,0.375,1,1,0,0,0,0,0,0,626.0672637899639,1157.8850513810896,-531.8177875911257,1.0,0.0,1.0,1,0,0,1,1,-1,0,0.034090909090909116,0.3902439024390244,0.7073170731707317,-0.7073170731707317,1.146341463414634,82,82,0.09999999999999998,0.6,0.05764966740576499,0.5964523281596452,0,FLA
20222023,2022020695,2023-01-16,BOS,PHI,1,3,0.7,0.7,1.1,1.2,0.7857142857142857,0.4186046511627907,1.5714285714285714,-0.3488372093023256,0.8333333333333334,0.391304347826087,1,1,0,0,0,0,0,0,0.0,393.58920009274306,-393.58920009274306,0.0,0.0,0.0,3,0,0,2,3,-2,0,0.4420289855072464,0.6219512195121951,0.3048780487804878,0.4268292682926829,-1.0609756097560976,82,82,0.0,-0.09999999999999987,0.367109634551495,1.920265780730897,1,BOS
20222023,2022020696,2023-01-16,COL,DET,1,-1,0.3,0.5,-0.4,-0.1,0.5121951219512195,0.43902439024390244,0.17073170731707318,-0.2682926829268293,0.47619047619047616,0.3888888888888889,1,1,0,0,0,0,0,0,0.0,1154.571718208278,-1154.571718208278,0.0,-2.0,2.0,2,0,0,1,2,-1,0,0.08730158730158727,0.6829268292682927,0.3902439024390244,0.9512195121951219,-1.0,82,82,-0.2,-0.30000000000000004,0.07317073170731708,0.4390243902439025,1,COL
20222023,2022020697,2023-01-16,SJS,NJD,-2,4,0.3,0.6,-1.0,1.0,0.29545454545454547,0.6511627906976745,-0.7727272727272727,0.9069767441860465,0.18181818181818182,0.85,2,1,0,0,0,1,0,0,0.0,305.3099626396937,-305.3099626396937,0.0,0.0,0.0,2,0,0,4,2,-4,1,-0.6681818181818182,0.3902439024390244,0.32926829268292684,-0.6097560975609756,-0.7195121951219512,82,82,-0.3,-2.0,-0.355708245243129,-1.6797040169133193,0,NJD
20222023,2022020698,2023-01-16,SEA,TBL,8,3,0.8,0.7,1.9,0.6,0.6190476190476191,0.6585365853658537,0.6666666666666666,0.6585365853658537,0.5,0.5263157894736842,1,1,0,0,0,0,0,0,1731.7992983774968,1721.307779539204,10.491518838292905,-2.0,-2.0,0.0,1,0,0,2,1,-2,0,-0.02631578947368418,0.32926829268292684,0.6219512195121951,-0.8414634146341463,0.6585365853658537,82,82,0.10000000000000009,1.2999999999999998,-0.03948896631823462,0.008130081300812941,0,TBL
20222023,2022020699,2023-01-16,VGK,DAL,-1,-2,0.6,0.6,0.3,0.9,0.6363636363636364,0.5681818181818182,0.4772727272727273,0.75,0.5416666666666666,0.5416666666666666,1,1,0,0,0,0,0,0,0.0,1069.5509283350439,-1069.5509283350439,0.0,-2.0,2.0,5,0,0,1,5,-1,0,0.0,0.524390243902439,0.5609756097560976,0.21951219512195122,-0.0975609756097561,82,82,0.0,-0.6000000000000001,0.06818181818181812,-0.2727272727272727,0,DAL
20222023,2022020700,2023-01-16,PIT,ANA,-2,-3,0.2,0.3,-1.2,-2.2,0.5,0.27906976744186046,0.19047619047619047,-1.8837209302325582,0.55,0.19047619047619047,1,2,0,0,1,0,0,0,327.6122699211144,2119.9150523742965,-1792.302782453182,0.0,3.0,-3.0,1,0,0,1,1,-1,-1,0.3595238095238096,0.5609756097560976,0.3780487804878049,0.524390243902439,-0.47560975609756095,82,82,-0.09999999999999998,1.0000000000000002,0.22093023255813954,2.0741971207087486,1,PIT
20222023,2022020701,2023-01-16,CBJ,NYR,1,-1,0.3,0.6,-1.5,0.4,0.30952380952380953,0.5454545454545454,-1.380952380952381,0.5,0.4166666666666667,0.6190476190476191,1,0,0,1,0,0,0,0,163.9160701414876,477.36435704894865,-313.448286907461,0.0,0.0,0.0,1,0,0,1,1,-1,1,-0.20238095238095238,0.45121951219512196,0.6341463414634146,-0.4634146341463415,0.573170731707317,82,82,-0.3,-1.9,-0.23593073593073588,-1.880952380952381,0,NYR
20222023,2022020702,2023-01-16,NYI,WSH,1,-2,0.5,0.5,0.3,1.2,0.5227272727272727,0.5111111111111111,0.29545454545454547,0.4,0.6190476190476191,0.45454545454545453,1,1,0,0,0,0,0,0,0.0,221.4211117833718,-221.4211117833718,0.0,0.0,0.0,4,0,0,1,4,-1,0,0.16450216450216454,0.45121951219512196,0.5365853658536586,-0.07317073170731707,0.36585365853658536,82,82,0.0,-0.8999999999999999,0.011616161616161635,-0.10454545454545455,0,WSH
20222023,2022020703,2023-01-16,NSH,CGY,-3,2,0.5,0.6,0.8,0.6,0.4523809523809524,0.4772727272727273,-0.19047619047619047,0.13636363636363635,0.47368421052631576,0.391304347826087,1,1,0,0,0,0,1,0,0.0,616.5856836466355,-616.5856836466355,0.0,0.0,0.0,2,0,0,5,2,-5,0,0.08237986270022879,0.5487804878048781,0.6097560975609756,0.17073170731707318,1.0365853658536586,82,82,-0.09999999999999998,0.20000000000000007,-0.02489177489177491,-0.3268398268398268,1,NSH
20222023,2022020704,2023-01-16,STL,OTT,-2,-1,0.5,0.5,-0.1,-0.7,0.4772727272727273,0.4523809523809524,-0.45454545454545453,-0.2857142857142857,0.4,0.4,1,1,0,0,0,0,0,0,0.0,795.718809765648,-795.718809765648,0.0,1.0,-1.0,4,0,0,3,4,-3,0,0.0,0.5975609756097561,0.4024390243902439,0.8414634146341463,-0.47560975609756095,82,82,0.0,0.6,0.02489177489177491,-0.16883116883116883,1,STL
20222023,2022020338,2023-01-17,NSH,CBJ,1,-1,0.6,0.3,1.0,-1.4,0.46511627906976744,0.3023255813953488,-0.16279069767441862,-1.3953488372093024,0.5,0.16666666666666666,0,0,1,1,1,1,1,1,0.0,333.69075611736866,-333.69075611736866,0.0,-1.0,1.0,3,0,0,1,3,-1,0,0.33333333333333337,0.5487804878048781,0.45121951219512196,0.17073170731707318,-0.4634146341463415,82,82,0.3,2.4,0.16279069767441862,1.2325581395348837,1,NSH
20222023,2022020705,2023-01-17,PHI,ANA,-1,-4,0.7,0.3,0.7,-2.0,0.4090909090909091,0.2727272727272727,-0.4772727272727273,-1.8636363636363635,0.45,0.18181818181818182,0,0,1,1,1,0,0,0,273.3479723751971,257.00834252617585,16.339629849021264,0.0,0.0,0.0,1,0,0,2,1,-2,0,0.2681818181818182,0.3048780487804878,0.3780487804878049,-1.0609756097560976,-0.47560975609756095,82,82,0.39999999999999997,2.7,0.1363636363636364,1.3863636363636362,1,PHI
